id,Year,Author,Title
1170,2014,"North,Claire",TheFirstFifteenLives
1171,2014,"Nuttall,Christopher",ArkRoyal
1172,2014,"Paull,Laline",TheBees
1173,2014,"Richards,DouglasE",QuantumLens
1174,2014,"Riddle,AG",Departure
1175,2014,"Rowell,Rainbow",Landline
1176,2014,"Smith,NicholasSansbury",ExtinctionHorizon
1177,2014,"VanderMeer,Jeff",Annihilation
1178,2014,"VanderMeer,Jeff",Authority
1179,2014,"Watts,Peter",Echopaxia
1180,2014,"Wells,JenniferFoehner",Fluency
1181,2014,"Wilson,DanielH",Robogenesis
1182,2014,"Yancey,Rick",TheInfiniteSea
1183,2015,"Bacigalupi,Paolo",TheWaterKnife
1184,2015,"Brown,Pierce",GoldenSon
1185,2015,"Cherryh,CJ",Tracker
1186,2015,"Chu,Wesley",TheRebirthspfTao
1187,2015,"Clines,Peter",TheFold
1188,2015,"Corey,JamesSA",NemesisGames
1189,2015,"Dawson,DelilahS",Hit
1190,2015,"Douglas,Ian",DeepTime
1191,2015,"Ee,Susan",EndofDays
1192,2015,"Goodwin,Emily",Contagious
1193,2015,"Greenfeld,KarlTaro",TheSubprimes
1194,2015,"Grossart,Chuck",TheGeminiEffect
1195,2015,"Headley,MariaDahvana",Magonia
1196,2015,"Heppner,Vaughn",TheLostDestroyer
1197,2015,"Keyes,Greg",FootstepsintheSky
1198,2015,"Kloos,Marko",AnglesofAttack
1199,2015,"Logan,Kirsty",TheGracekeepers
1200,2015,"Lord,Karen",TheGalaxyGame
1201,2015,"Matson,Lynne",NilUnlocked
1202,2015,"McCammon,Robert",TheBorder
1203,2015,"Naam,Ramez",Apex
1204,2015,"Rosen,LevAC",Depth
1205,2015,"Rotter,Jeffrey",TheOnlyWords
1206,2015,"Sanderson,Brandon",Firefight
1207,2015,"Stephenson,Neal",Seveneves
1208,2015,"Walton,David",Superposition
1209,2015,"Wellington,David",Positive
1210,2015,"William,EliKP",CashCrashJubilee
1211,2015,"Womack,Gwendolyn",TheMemoryPainter
