GT SKU,New SKU,350 Loc,Warehouse Qty,Forecasted Quantity,Item Cube,CuFt/Day
26355237,60297238,0,32,0,81.2813,0
26385414,60331941,0,32,0,81.2813,0
26398683,60970913,1,32,0,7.875,0
26460822,61787995,0,32,0,32.625,0
26303328,59310630,0,31,0,26.8125,0
26186670,59364326,0,31,0,9.375,0
26355880,59743644,0,31,0,31,0
26337573,60204787,0,31,0,81.2812,0
26458603,61241402,0,31,0,81.2812,0
24643842,59284039,1,30,0,33.75,0
26261599,59296244,0,30,0,29.9062,0
25142126,59298796,0,30,0,79.7344,0
26247706,59303944,0,30,0,150,0
26308650,59422662,0,30,0,81.2813,0
26322836,59537471,1,30,0,28.125,0
26358903,59775908,1,30,0,3.75,0
26361444,60094696,0,30,0,81.2813,0
25140224,60460402,0,30,0,143,0
24510478,59286815,0,29,0,23.4375,0
26166809,59327643,1,29,0,46.5,0
26286033,59329903,1,29,0,32.5,0
26308436,59330746,0,29,0,112.5,0
26334215,59459569,0,29,0,81.2813,0
26300310,59551876,0,29,0,56.25,0
25143098,59688680,0,29,0,108,0
26325016,60078715,0,29,0,71.7188,0
26363064,60078722,0,29,0,56.25,0
26392001,60594788,1,29,0,28.125,0
26251182,59300095,1,28,0,26.25,0
26304103,59310641,0,28,0,81.2813,0
26385639,60331913,0,28,0,81.2813,0
26385259,60331961,0,28,0,81.2813,0
26392024,60594765,2,28,0,32.625,0
26393767,60636983,0,28,0,27.5,0
26480804,62124232,0,28,0,31,0
26309146,59293340,0,27,0,79.38,0
26123826,59301200,1,27,0,33.75,0
26291234,59305345,1,27,0,80.7576,0
26320153,59363965,0,27,0,7.875,0
26300529,59364279,0,27,0,26.8125,0
26346738,59846581,0,27,0,40.6875,0
26413478,60317850,0,27,0,442,0
26385652,60331893,0,27,0,81.2813,0
26385624,60331935,0,27,0,81.2812,0
26350727,60594798,0,27,0,32.625,0
26410259,60778270,0,27,0,81.2812,0
26393190,60794699,0,27,0,19.6875,0
26410967,60794724,2,27,0,32.625,0
26439819,61023901,0,27,0,10.6875,0
26307535,59422655,0,26,0,81.2813,0
26310424,60034118,1,26,0,22.9688,0
26359755,60317834,1,26,0,7.875,0
26410976,60692947,2,26,0,32.625,0
26438500,61164853,0,26,0,56.25,0
26355333,59298613,1,25,0,5.0625,0
26285710,59302434,0,25,0,32.625,0
26244403,59306290,1,25,0,46.5,0
26333397,59546553,1,25,0,4,0
26355872,59743655,0,25,0,23.4375,0
26350136,59807578,0,25,0,7.875,0
26360909,60094667,0,25,0,81.2813,0
26359740,60317854,1,25,0,7.875,0
26350723,60594795,0,25,0,32.625,0
26308652,59298689,1,24,0,56.25,0
26274290,59299675,0,24,0,80.7576,0
26298272,59302517,1,24,0,31,0
26307543,59309549,1,24,0,80.7576,0
26241918,59331256,1,24,0,31,0
26334214,59459568,1,24,0,81.2813,0
26347728,59494863,1,24,0,56.25,0
26303289,59537452,0,24,0,32.625,0
26300334,59551870,0,24,0,52.5,0
25143505,60049228,0,24,0,17.0625,0
26385654,60331894,2,24,0,81.2813,0
26355147,60609086,0,24,0,30.375,0
26360122,60618213,1,24,0,7.875,0
26391992,60656270,1,24,0,81.2813,0
26410263,60778271,0,24,0,81.2812,0
26476589,60898651,0,24,0,1102.5,0
26397318,60970924,1,24,0,3.5,0
26439072,61411282,0,24,0,30.9375,0
26402519,61425084,0,24,0,32,0
26202622,59297033,0,23,0,32.625,0
26182405,59298587,1,23,0,13.5,0
26242736,59303957,0,23,0,29.9062,0
26287591,59305355,0,23,0,353.8125,0
26203986,59305425,0,23,0,7.875,0
26303363,59310618,1,23,0,81.2813,0
26236761,59326510,0,23,0,22.9688,0
26325173,59422654,1,23,0,81.2813,0
26325147,59459545,0,23,0,80.7576,0
26333411,59459565,0,23,0,81.2813,0
26327836,59459572,0,23,0,80.7576,0
26385971,60078699,0,23,0,81.2813,0
26370069,60078719,0,23,0,56.25,0
26359352,60094687,0,23,0,81.2813,0
26337586,60309973,0,23,0,24.375,0
26385183,60331931,1,23,0,81.2812,0
26395114,60583837,1,23,0,7.8125,0
26353566,60594810,0,23,0,32.625,0
26360121,60618209,1,23,0,7.875,0
26434244,61205571,0,23,0,81.2812,0
26410936,61393654,0,23,0,28.125,0
26465582,61787940,0,23,0,40.6875,0
21980227,59278482,0,22,0,21.0938,0
26097679,59286397,0,22,0,75,0
26274943,59297547,1,22,0,7.875,0
26285716,59302435,1,22,0,32.625,0
26247714,59303947,1,22,0,31.25,0
26300506,59330830,0,22,0,0.9,0
26299794,59551856,0,22,0,27,0
26360132,59688668,0,22,0,7.875,0
26391098,60656274,1,22,0,81.2812,0
26414400,61188053,0,22,0,40.6875,0
26412341,61205541,0,22,0,81.2812,0
26439076,61411279,0,22,0,33,0
24642505,59307790,0,21,0,9,0
26283978,59309565,0,21,0,62.5,0
26201512,59309790,1,21,0,31,0
26295966,59309834,1,21,0,19.6875,0
26134818,59310169,1,21,0,7,0
26295502,59310607,1,21,0,40.6875,0
26275793,59327265,1,21,0,32.625,0
24567597,59330353,0,21,0,24.375,0
26354497,60094689,0,21,0,71.7188,0
26361433,60094729,0,21,0,81.2812,0
26359731,60317863,1,21,0,7.875,0
26385299,60594782,1,21,0,28.125,0
26357782,60594833,0,21,0,28.125,0
26358682,60609079,0,21,0,24.375,0
26391991,60656259,0,21,0,81.2812,0
25144303,60840946,0,21,0,270.75,0
26438501,61164834,0,21,0,56.25,0
26440721,61205533,0,21,0,81.2812,0
26412406,61462084,0,21,0,22.9687,0
26426970,61787921,0,21,0,28.125,0
24584390,59289486,0,20,0,75,0
26275792,59302456,0,20,0,32.625,0
26206427,59306456,0,20,0,105.875,0
26206149,59327062,1,20,0,7.875,0
26339214,59363429,0,20,0,45.5,0
25140247,59514838,0,20,0,182.875,0
26310189,59537403,0,20,0,32.625,0
26311470,59537457,0,20,0,32.625,0
26297470,59654791,0,20,0,22.9688,0
26356274,59688684,0,20,0,7.875,0
26398696,59807575,0,20,0,26.25,0
26370070,60078724,0,20,0,56.25,0
26373569,60078735,0,20,0,56.25,0
26355140,60283462,0,20,0,16.3125,0
26355245,60297244,0,20,0,81.2813,0
26388316,60331923,0,20,0,81.2813,0
26353555,60594820,0,20,0,32.625,0
26357778,60594832,0,20,0,28.125,0
26414205,61188037,0,20,0,23.4375,0
25144596,61312067,0,20,0,168.75,0
26438875,61549835,0,20,0,81.2812,0
26299726,59310648,2,19,0,23.4375,0
26197229,59326597,0,19,0,1.5,0
26297468,59654789,0,19,0,22.9688,0
26338979,59719932,0,19,0,51.1875,0
26339201,60078704,0,19,0,56.25,0
26360973,60094693,0,19,0,81.2813,0
26383998,60331908,0,19,0,81.2812,0
26383978,60331925,0,19,0,81.2813,0
26356991,60375178,0,19,0,28.125,0
26390329,60594775,0,19,0,32.63,0
26398811,60618243,1,19,0,23.4375,0
26438913,60721753,0,19,0,7.4218,0
26465594,61787942,0,19,0,21.4375,0
23987224,59292733,0,18,0,17.5,0
26277741,59302073,0,18,0,32.625,0
26242730,59302077,0,18,0,31,0
26311413,59309587,0,18,0,40.6875,0
26219565,59310439,0,18,0,32.625,0
26236788,59310546,0,18,0,22.9688,0
26042207,59323947,0,18,0,24.38,0
26325148,59459546,0,18,0,81.2813,0
26325182,59459550,0,18,0,81.2813,0
26333404,59459552,0,18,0,81.2813,0
26303119,59537424,0,18,0,32.625,0
26300324,59551866,0,18,0,23.625,0
26388327,59743623,0,18,0,108,0
26388329,59743625,0,18,0,473.0625,0
25143595,59818448,0,18,0,154,0
26325018,60078716,1,18,0,81.2812,0
26360910,60094668,0,18,0,81.2812,0
26373927,60297229,0,18,0,56.25,0
26355247,60297248,0,18,0,81.2813,0
26410980,60692948,2,18,0,32.625,0
26395719,60970954,1,18,0,5.4688,0
26391981,61112060,0,18,0,31.5,0
26414307,61393657,0,18,0,28.125,0
26264512,59299663,0,17,0,7.8125,0
26317533,59303558,0,17,0,54,0
26199361,59309941,0,17,0,56.25,0
24495242,59330565,1,17,0,23.4375,0
26233097,59331196,1,17,0,32.625,0
26298441,59373607,1,17,0,7.875,0
26300318,59551865,0,17,0,64,0
26297462,59654788,1,17,0,22.9688,0
26360450,59719972,1,17,0,24.375,0
26358806,59761745,0,17,0,22,0
26308853,59867833,1,17,0,26.0312,0
26358818,60094680,0,17,0,80.7576,0
26361448,60094697,0,17,0,81.2813,0
26383981,60331943,0,17,0,81.2813,0
26388400,60331962,0,17,0,81.2813,0
26390326,60594770,0,17,0,32.625,0
26396720,60594786,0,17,0,32.625,0
25140031,59300104,1,16,0,128.25,0
26295943,59305359,0,16,0,23.4375,0
24642507,59307791,0,16,0,47.5313,0
26232698,59308568,0,16,0,9.375,0
26203989,59309931,1,16,0,7.875,0
26235740,59328245,0,16,0,12.0312,0
26334211,59459536,0,16,0,81.2812,0
26328178,59459584,0,16,0,81.2813,0
26306057,59537454,0,16,0,32.625,0
26362027,59719967,0,16,0,33.75,0
26355879,59743657,0,16,0,31,0
26308867,59867831,1,16,0,15,0
26407385,59985172,0,16,0,3.5,0
26360021,60594817,0,16,0,32.625,0
26402531,61188012,0,16,0,23.4375,0
26442215,61595900,0,16,0,48.75,0
26470447,61619847,0,16,0,81.2812,0
26309144,59293313,0,15,0,80.7576,0
26309203,59293341,0,15,0,81.2813,0
26304069,59293353,0,15,0,33.75,0
26295515,59293396,0,15,0,24.375,0
26199993,59297031,1,15,0,46.5,0
26300505,59298732,1,15,0,0.9,0
26299266,59302724,0,15,0,80.7576,0
26358722,59307293,0,15,0,623.875,0
26148483,59325086,0,15,0,44,0
26054751,59326949,1,15,0,35.9375,0
26204526,59327070,0,15,0,23.4375,0
26165492,59327641,1,15,0,20.625,0
26300502,59330827,1,15,0,0.9,0
26327847,59459574,1,15,0,81.2813,0
26300556,59719917,0,15,0,40.6875,0
26359406,59818457,0,15,0,23.4375,0
25143801,59985171,0,15,0,191.1875,0
26310434,60034115,1,15,0,22.9688,0
26354499,60094708,0,15,0,80.7576,0
26359842,60105888,0,15,0,32.625,0
26337588,60309971,0,15,0,23.4375,0
26297762,60594764,0,15,0,25,0
26353564,60594809,0,15,0,32.625,0
26359632,60594835,0,15,0,28.125,0
26393765,60636997,0,15,0,12.9375,0
26407740,61444022,1,15,0,28.125,0
26159529,59291258,0,14,0,32.4,0
25142130,59302630,0,14,0,67.9219,0
26197212,59309804,0,14,0,7.8125,0
26208133,59309847,1,14,0,7.875,0
26311474,59537458,0,14,0,28.125,0
26297485,59654790,1,14,0,22.9688,0
26353300,59688689,1,14,0,5.0625,0
26355865,59743649,0,14,0,24.375,0
26350734,60219551,0,14,0,32.625,0
26388407,60283459,0,14,0,81.2813,0
26385179,60331940,0,14,0,81.2813,0
26393021,60594777,0,14,0,81.2812,0
26350726,60594808,0,14,0,36.25,0
26390401,60692956,0,14,0,24,0
26419463,60794714,0,14,0,26.4688,0
26410371,61205538,0,14,0,81.2812,0
26159534,59292068,0,13,0,29.9063,0
26018137,59292612,1,13,0,32.625,0
26291558,59293391,0,13,0,48,0
26299724,59297319,0,13,0,116.4375,0
26274945,59297548,1,13,0,7.875,0
26291232,59303124,0,13,0,80.7576,0
26242791,59306287,1,13,0,31.2,0
26299198,59309546,1,13,0,81.2813,0
25139007,59310496,2,13,0,191.1875,0
26309134,59310593,0,13,0,81.2813,0
26171814,59326548,0,13,0,46.5,0
26208145,59326652,1,13,0,7.875,0
26208469,59327938,0,13,0,56.25,0
26292392,59330756,1,13,0,7.875,0
26328310,59422657,0,13,0,81.2813,0
26332799,59459580,0,13,0,81.2813,0
26360131,59688667,1,13,0,5.4688,0
26385656,60331957,1,13,0,81.2813,0
26357779,60594824,0,13,0,28.125,0
26438505,61164856,1,13,0,31.5,0
26489231,62409034,0,13,0,28.125,0
26299268,59293442,0,12,0,81.2813,0
26328319,59298633,2,12,0,784.7656,0
26328321,59298634,0,12,0,330,0
26298295,59302612,1,12,0,24.5,0
26242726,59305307,0,12,0,23.4375,0
26283980,59309566,0,12,0,56.25,0
26310666,59309578,0,12,0,40.6875,0
26303365,59310620,0,12,0,81.2813,0
26236759,59326508,1,12,0,22.9687,0
26309173,59328219,0,12,0,8.75,0
26325172,59422653,1,12,0,81.2813,0
26346766,59494839,0,12,0,56.25,0
26306654,59537413,0,12,0,32.625,0
26304395,59537420,0,12,0,32.625,0
26338404,59719938,0,12,0,24.375,0
26360435,59719960,0,12,0,31,0
26347806,59734458,0,12,0,33,0
26354688,59775887,0,12,0,56.25,0
26325017,60078703,1,12,0,81.2813,0
26359028,60094688,0,12,0,81.2812,0
26355244,60297249,0,12,0,80.7576,0
26388306,60331898,1,12,0,81.2812,0
26385258,60331905,2,12,0,81.2813,0
26388317,60331924,0,12,0,81.2812,0
26421276,60637017,1,12,0,10.5,0
26361301,60794722,1,12,0,23.4375,0
26395715,60970927,0,12,0,7.875,0
26398681,60970950,1,12,0,7.875,0
26480823,61057345,1,12,0,4,0
26136222,59289237,0,11,0,31,0
26131663,59296694,0,11,0,9,0
26291241,59302697,0,11,0,81.2813,0
26358726,59307301,0,11,0,126.5625,0
26297997,59307898,1,11,0,32.625,0
26217613,59308511,1,11,0,7.875,0
26216720,59309865,3,11,0,7.875,0
26303355,59310617,0,11,0,81.2813,0
26236760,59326509,1,11,0,22.9687,0
23906584,59385533,0,11,0,21.0937,0
26332797,59459562,0,11,0,80.7576,0
26307813,59537445,0,11,0,32.625,0
26297472,59654786,1,11,0,22.9688,0
26334136,59688686,0,11,0,7.875,0
26308859,59867830,0,11,0,15,0
26337470,59961596,0,11,0,24.375,0
26354686,60094664,0,11,0,81.2813,0
26358822,60094682,1,11,0,81.2813,0
26361434,60094707,0,11,0,80.7576,0
26350740,60204795,0,11,0,81.2812,0
26353506,60219548,0,11,0,32.625,0
26385657,60331896,1,11,0,81.2812,0
26353552,60594819,0,11,0,32.625,0
26391993,60656271,0,11,0,81.2813,0
26412386,61269069,0,11,0,22.9687,0
26454384,61297917,0,11,0,7.8125,0
26439468,61425096,0,11,0,19.6875,0
26407748,61444019,1,11,0,28.125,0
26460672,61788001,0,11,0,28.125,0
23104914,59278448,0,10,0,31,0
22206190,59284263,0,10,0,20.46,0
26240394,59307200,0,10,0,24.375,0
26311406,59309584,0,10,0,33,0
26295510,59310610,0,10,0,24.375,0
26206144,59327211,1,10,0,20,0
26309125,59327699,0,10,0,81.2813,0
26206165,59329348,0,10,0,1.5,0
26231801,59331250,0,10,0,22.75,0
26204833,59363135,0,10,0,33.75,0
26308875,59373612,1,10,0,7.875,0
26309142,59422652,1,10,0,81.2812,0
26385436,59551855,1,10,0,29.5312,0
26330017,59551860,1,10,0,43.3125,0
26358942,59654755,0,10,0,32.5,0
26297475,59654778,0,10,0,22.9688,0
26311435,59818463,0,10,0,23.4375,0
26363065,60078725,0,10,0,56.25,0
26361452,60094656,0,10,0,81.2813,0
26373557,60105873,0,10,0,56.25,0
26357770,60594828,0,10,0,32.625,0
25144330,60840948,0,10,0,263.625,0
26385237,60879235,0,10,0,32.625,0
26399685,60970934,0,10,0,7.875,0
26412342,61205542,0,10,0,56,0
26165490,59295715,1,9,0,4.5,0
26282872,59298696,0,9,0,80.7576,0
26299254,59302669,1,9,0,81.282,0
26245852,59303870,0,9,0,10.625,0
26284357,59305389,0,9,0,31,0
26248374,59306409,0,9,0,1.5,0
26244419,59329910,0,9,0,24,0
26244628,59329951,0,9,0,46.5,0
26328177,59459529,1,9,0,81.2813,0
26333405,59459564,0,9,0,56,0
26300314,59551849,1,9,0,67.5,0
26385426,59551851,0,9,0,3.6093,0
26297474,59654787,0,9,0,22.9688,0
26360140,59688670,1,9,0,7.875,0
26261594,59998146,0,9,0,23.4375,0
26355687,60094710,2,9,0,81.2812,0
26359749,60317861,1,9,0,7.875,0
26350715,60375176,0,9,0,28.125,0
26359633,60594826,0,9,0,28.125,0
26385989,60630508,0,9,0,81.2812,0
26412623,61002134,0,9,0,31,0
25143509,61312056,1,9,0,89.25,0
26468711,61787931,1,9,0,23.4375,0
26053022,59284872,1,8,0,32.625,0
26018135,59292972,0,8,0,32.625,0
26259742,59297590,1,8,0,80.7576,0
26310814,59298691,0,8,0,7.875,0
26295958,59302345,0,8,0,40.6875,0
26247710,59303946,0,8,0,27,0
26298271,59309563,0,8,0,31,0
26301763,59309573,1,8,0,23.4375,0
26158989,59310154,0,8,0,31,0
26207837,59310554,1,8,0,7.875,0
26206146,59327060,1,8,0,20,0
26286029,59327707,0,8,0,32.5,0
25137904,59363247,1,8,0,154,0
26186677,59363424,1,8,0,7.5,0
26281150,59364416,1,8,0,4,0
26299194,59364417,0,8,0,23.4375,0
26333415,59459538,0,8,0,81.2812,0
26332795,59459579,0,8,0,81.2813,0
26362018,59719976,0,8,0,16.3125,0
26335799,59719983,0,8,0,23.4375,0
26363067,60078728,0,8,0,56.25,0
26373558,60105878,0,8,0,56.25,0
26341923,60204782,0,8,0,81.2813,0
26354925,60241932,0,8,0,24.375,0
26337590,60309962,0,8,0,31,0
26383997,60331929,0,8,0,81.2812,0
26419429,60692986,1,8,0,32.625,0
26410235,60794706,0,8,0,56.25,0
25142221,61188002,0,8,0,360,0
26402527,61188025,1,8,0,24.375,0
26414524,61188054,0,8,0,32,0
26439083,61411278,0,8,0,24,0
26301301,59293390,1,7,0,80.7576,0
25133495,59293612,0,7,0,189,0
26274118,59301499,0,7,0,31,0
26325184,59302522,0,7,0,80.7576,0
26298287,59302611,0,7,0,24.375,0
26292308,59303078,0,7,0,7.875,0
26204831,59303956,0,7,0,33.75,0
26240426,59308637,0,7,0,32.625,0
26208301,59309991,1,7,0,7.8125,0
26208468,59364289,1,7,0,56.25,0
26327838,59459573,0,7,0,81.2813,0
26300316,59551869,2,7,0,67.5,0
26297469,59654794,1,7,0,22.9688,0
26251160,59688660,0,7,0,23.4375,0
26342988,59734447,0,7,0,48,0
26359029,60094722,0,7,0,81.2812,0
26350737,60204805,1,7,0,81.2813,0
26385659,60331897,0,7,0,81.2813,0
26297758,60594760,0,7,0,22,0
26360025,60594807,1,7,0,32.625,0
26353578,60594813,0,7,0,32.625,0
26398820,60618250,1,7,0,31,0
26407238,60757333,0,7,0,32.625,0
26410950,60757344,1,7,0,32.625,0
26410628,60955846,1,7,0,7.8125,0
26400089,61023875,0,7,0,19.6875,0
26414211,61188027,0,7,0,31,0
26441609,61205550,0,7,0,81.2812,0
26211655,61411276,2,7,0,29.9063,0
22491530,59284114,1,6,0,17.8125,0
24396624,59288964,0,6,0,59.5,0
26148177,59292605,0,6,0,23.4375,0
26165989,59295717,0,6,0,33.75,0
26247734,59302370,0,6,0,81,0
26242828,59304028,0,6,0,56.25,0
26292309,59305291,1,6,0,7.875,0
26236739,59305314,1,6,0,22.9688,0
26291944,59305451,0,6,0,6,0
26275525,59307191,1,6,0,18.75,0
26247602,59308639,0,6,0,13.5,0
26173037,59329679,0,6,0,33.75,0
26328312,59422658,1,6,0,81.2813,0
26320171,59459541,1,6,0,81.2813,0
26334212,59459566,0,6,0,81.2813,0
26303111,59537444,1,6,0,32.625,0
26310190,59537449,0,6,0,32.625,0
26300337,59551873,0,6,0,50,0
26290040,59688663,1,6,0,10.125,0
26360433,59719958,0,6,0,31,0
26338400,59719982,0,6,0,23.4375,0
26395122,59743630,0,6,0,76.7656,0
26346751,59775888,0,6,0,15.625,0
26310435,60034123,1,6,0,22.9688,0
26401717,60049227,1,6,0,9,0
26355166,60204799,0,6,0,24.375,0
26416205,60499925,0,6,0,45,0
26357769,60594814,0,6,0,32.625,0
26358684,60609080,0,6,0,31,0
26393170,60692958,0,6,0,24.375,0
26393180,60692961,0,6,0,45.5,0
25144307,60820352,0,6,0,256.5,0
26414227,61188023,0,6,0,56.875,0
26441705,61188052,1,6,0,81.2813,0
26439203,61525205,0,6,0,60,0
26438976,61595906,0,6,0,11.25,0
26412410,62256834,0,6,0,22.9687,0
26163182,59290182,1,5,0,31,0
24632521,59291377,0,5,0,0.2187,0
26197198,59297038,2,5,0,56.25,0
26274939,59297544,1,5,0,7.875,0
26120499,59301271,1,5,0,30,0
26277743,59302372,0,5,0,32.625,0
26299271,59302725,1,5,0,81.2813,0
26240344,59303868,1,5,0,67.5,0
26293766,59304021,0,5,0,80.96,0
26291162,59305395,1,5,0,107.8125,0
26203987,59309851,0,5,0,7.875,0
26197975,59327999,0,5,0,30,0
26208139,59329346,2,5,0,7.875,0
24464174,59330625,0,5,0,32.625,0
26293765,59364247,0,5,0,81.282,0
26320170,59459540,0,5,0,56,0
26353323,59459557,0,5,0,41.25,0
26333402,59459563,0,5,0,81.2813,0
26307664,59537414,0,5,0,32.625,0
26306645,59537436,0,5,0,32.625,0
26306644,59537451,0,5,0,32.625,0
26355878,59743643,1,5,0,31,0
26251157,59972166,0,5,0,31,0
26385974,60078701,0,5,0,81.2813,0
26373556,60105872,0,5,0,56.25,0
26385634,60331890,0,5,0,81.2813,0
26393086,60331930,1,5,0,81.2813,0
26385986,60331949,0,5,0,81.2813,0
26386990,60546939,0,5,0,180,0
26362710,60594840,0,5,0,192,0
26362634,60637019,0,5,0,30,0
26414627,60665643,1,5,0,29.9062,0
26411805,60692976,0,5,0,32.625,0
26410227,60757341,0,5,0,56.25,0
26393192,60794696,0,5,0,10.6875,0
26480789,61995493,0,5,0,56.25,0
26172184,59286704,1,4,0,46.5,0
26170401,59290215,1,4,0,31,0
26134811,59291164,0,4,0,33.6875,0
26291883,59293389,0,4,0,35.3249,0
26161115,59296798,1,4,0,16.3125,0
26292316,59298632,1,4,0,7.875,0
26172264,59304295,1,4,0,33.75,0
26301773,59309574,0,4,0,31,0
26197220,59309807,0,4,0,7.8125,0
26295525,59310612,0,4,0,31,0
26247716,59327264,0,4,0,63,0
26300508,59330831,0,4,0,0.8999,0
26339138,59363412,0,4,0,26,0
26298408,59373610,0,4,0,7.875,0
26311903,59459537,0,4,0,81.2813,0
25142098,59546552,0,4,0,81.8125,0
26308869,59551863,0,4,0,23.75,0
26308847,59551874,0,4,0,62.0469,0
26358941,59654759,0,4,0,30,0
26331505,59654773,1,4,0,22.9688,0
26310461,59688702,0,4,0,7.875,0
26335796,59719934,0,4,0,32,0
26360448,59719971,0,4,0,24.375,0
26360451,59719973,0,4,0,24.375,0
26336247,60049220,1,4,0,176.25,0
26376279,60105884,0,4,0,56.25,0
26385976,60204756,0,4,0,80.7576,0
26355246,60297239,2,4,0,81.2813,0
26355243,60297247,0,4,0,81.2813,0
26360020,60594799,1,4,0,32.625,0
26393068,60636987,1,4,0,33.75,0
26395426,60665638,0,4,0,20,0
26408217,60739271,1,4,0,32.625,0
26410230,60757335,0,4,0,56.25,0
26399687,60970946,0,4,0,7.875,0
26395721,60970955,0,4,0,7.875,0
26435096,61002130,1,4,0,32.625,0
26439092,61411289,0,4,0,32.5,0
26439071,61411293,0,4,0,29.9062,0
26426959,61787917,1,4,0,28.125,0
26454895,62348195,0,4,0,42.25,0
26310699,59297322,0,3,0,81.2813,0
26309049,59298671,0,3,0,56.25,0
26268196,59299732,0,3,0,40.6875,0
26308450,59302548,1,3,0,56.25,0
26307573,59302692,0,3,0,80.7576,0
25142112,59305237,0,3,0,60.375,0
26291554,59305289,0,3,0,45,0
26208430,59305368,0,3,0,80.7576,0
25142116,59307643,0,3,0,135,0
25142909,59307646,0,3,0,235.2968,0
26240609,59309246,0,3,0,24.375,0
26208136,59309904,1,3,0,7.875,0
26203992,59309933,0,3,0,7.875,0
26173035,59319301,1,3,0,46.5,0
23892360,59320493,0,3,0,23.4375,0
26178138,59327902,1,3,0,11.8125,0
26299716,59330796,1,3,0,24.375,0
26168437,59362603,1,3,0,66.0156,0
26301566,59364255,0,3,0,26.8125,0
26298454,59373616,0,3,0,7.875,0
26320180,59459542,1,3,0,81.2813,0
26333401,59459581,1,3,0,81.2812,0
26357319,59546547,0,3,0,16.3125,0
26301005,59654796,0,3,0,64,0
26359387,59688675,1,3,0,7.875,0
25142106,59688696,0,3,0,127.5,0
26338978,59719931,0,3,0,26,0
26347385,59818466,1,3,0,0.9,0
26413911,60204790,1,3,0,364.2187,0
26336288,60309964,0,3,0,31,0
26390322,60594766,1,3,0,32.625,0
26390315,60594784,0,3,0,32.625,0
26385298,60594792,1,3,0,28.125,0
26353567,60594822,1,3,0,32.625,0
26400332,60618222,0,3,0,31,0
26421272,60637016,1,3,0,7.5,0
26391122,60692945,0,3,0,18.9843,0
26407242,60692957,1,3,0,32.625,0
26414204,61188014,1,3,0,23.4375,0
26414223,61188039,0,3,0,29,0
26414216,61188046,1,3,0,32,0
26414210,61188049,1,3,0,31,0
26410645,61205513,0,3,0,81.2812,0
26297854,61205557,0,3,0,30,0
26407738,61444015,0,3,0,28.125,0
26442213,61595905,0,3,0,12.375,0
21980589,59282903,0,2,0,25.125,0
26159557,59291264,1,2,0,7,0
26297443,59293446,0,2,0,32.625,0
26179794,59298579,1,2,0,46.5,0
26304105,59298650,0,2,0,80.7576,0
26204878,59300772,0,2,0,31.5,0
26167024,59301852,1,2,0,31,0
26309132,59302514,0,2,0,81.2813,0
26283974,59302525,0,2,0,12.5,0
26197196,59304464,1,2,0,56.25,0
26236787,59305296,2,2,0,22.9688,0
26236767,59305311,2,2,0,22.9687,0
26228705,59306343,0,2,0,24.375,0
26302720,59310176,1,2,0,18,0
26320136,59310179,0,2,0,7.875,0
26213830,59310452,2,2,0,80.7576,0
26236762,59326495,1,2,0,22.9688,0
26207844,59327072,1,2,0,7.875,0
26237041,59327252,1,2,0,15.125,0
26283976,59329833,0,2,0,33,0
26205667,59364318,0,2,0,23.4375,0
26298425,59373613,1,2,0,7.875,0
26308660,59395802,1,2,0,5.0625,0
26325020,59459544,1,2,0,81.2813,0
26335655,59486885,1,2,0,24.375,0
26347727,59494864,0,2,0,56.25,0
26360402,59494868,0,2,0,56.25,0
26297484,59654780,0,2,0,22.9687,0
26290036,59688706,1,2,0,10.6875,0
26338407,59719985,1,2,0,46.5,0
26358802,59734437,0,2,0,14,0
26346739,59734439,0,2,0,40.6875,0
26370071,60078720,1,2,0,56.25,0
26361454,60094706,1,2,0,81.2813,0
26373549,60105885,0,2,0,56.25,0
26337575,60204773,1,2,0,81.2812,0
26297764,60594763,0,2,0,21.25,0
26390331,60594776,1,2,0,32.625,0
26390317,60594785,0,2,0,32.625,0
26400324,60618231,0,2,0,23.4375,0
26399250,60637011,0,2,0,31,0
26447973,60692940,2,2,0,32.625,0
26438908,60721751,0,2,0,7.8125,0
26307928,60794717,1,2,0,56,0
26395962,60970919,1,2,0,3.5,0
26397355,60970939,1,2,0,3.5,0
26402545,61188013,0,2,0,40.6875,0
26400481,61188029,0,2,0,29,0
26414228,61188047,1,2,0,45.5,0
26454034,61250872,1,2,0,7.875,0
26426963,61787916,1,2,0,28.125,0
26489232,62409035,0,2,0,28.125,0
26532389,62747518,0,2,0,7.875,0
26532393,62747532,0,2,0,7.875,0
23940813,59284380,1,1,0,66.0156,0
26303008,59293381,1,1,0,29.9063,0
26190973,59296381,1,1,0,80.7576,0
25142122,59298795,0,1,0,67.375,0
26139373,59299658,1,1,0,23.4375,0
26247665,59300711,1,1,0,11.8125,0
26204882,59300774,1,1,0,31.5,0
26204520,59301484,1,1,0,31,0
26268194,59301493,1,1,0,40.6875,0
26295959,59302346,1,1,0,40.6875,0
26247720,59302369,1,1,0,48,0
26308434,59302546,1,1,0,76.7656,0
26134831,59302946,1,1,0,35.9375,0
26206405,59306452,0,1,0,24.375,0
26301308,59309545,0,1,0,80.7576,0
26283984,59309567,1,1,0,80,0
26301788,59309590,1,1,0,5.0625,0
26214969,59309830,0,1,0,86.25,0
26203499,59309956,1,1,0,31,0
26302722,59310177,1,1,0,25,0
26309328,59310579,1,1,0,91.25,0
23892367,59320495,0,1,0,23.4375,0
26192361,59324823,1,1,0,78,0
