id	Year	Author	Title	Corpus
988	2015	"Slaughter,Phoenyx"	Asunder	ROM
989	2015	"Smart,Michelle"	TheGreeksPregnantBride	ROM
990	2015	"Smeltzer,Micalea"	NeverTooLate	ROM
991	2015	"Snow,Nicole"	StepbrotherCharming	ROM
992	2015	"Stephens,SC"	Thoughtful	ROM
993	2015	"Sterling,J"	10YearsLater	ROM
994	2015	"Stoker,Susan"	ProtectingCheyenne	ROM
995	2015	"Suzanne,Ashley"	Rekindle	ROM
996	2015	"Taiden,Milly"	StripeTease	ROM
997	2015	"Taiden,Milly"	TallDarkandPanther	ROM
998	2015	"TheMadTatter"	Darhower,JM	ROM
999	2015	"Tucker,KA"	BecomingRain	ROM
1000	2015	"Vale,LaniLynn"	CenterMass	ROM
1001	2015	"Wade,Ellie"	ABeautifulKindofLove	ROM
1002	2015	"Waltz,Vanessa"	KnockedUpbytheBadBoy	ROM
1003	2015	"Ward,HM"	LifeBeforeDamage	ROM
1004	2015	"Wilder,L"	Combust	ROM
1005	2015	"Williams,WhitneyGracia"	SincerelyCarter	ROM
1006	2015	"Winters,Pepper"	ThirdDebt	ROM
1007	2015	"Wood,Jessica"	PromisetoMarry	ROM
1008	2015	"Wylde,Joanna"	SilverBastard	ROM
1009	2015	"Zolendz,Christine"	HeresToFalling	ROM
1010	2001	"Wilson,RobertCharles"	TheChronoliths	SF
1011	2002	"Anderson,MT"	Feed	SF
1012	2006	"Campbell,Jack"	TheLostFleet	SF
1013	2009	"Niven,Larry"	EscapeFromHell	SF
1014	2010	"Atwood,Margaret"	TheYearoftheFlood	SF
1015	2010	"Bacigalupi,Paolo"	ShipBreaker	SF
1016	2010	"Barnes,John"	Directive51	SF
1017	2010	"Bear,Greg"	HullZeroThree	SF
1018	2010	"Bujold,LoisMcMaster"	Cryoburn	SF
1019	2010	"Cronin,Justin"	ThePassage	SF
1020	2010	"Frey,JM"	Triptych	SF
1021	2010	"Gonzales,Laurence"	Lucy	SF
1022	2010	"Grant,Mira"	Feed	SF
1023	2010	"Haldeman,Joe"	Starbound	SF
1024	2010	"Maberry,Jonathan"	RotandRuin	SF
1025	2010	"Mullin,Mike"	Ashfall	SF
1026	2010	"Nunez,Sigrid"	SalvationCity	SF
1027	2010	"Pfeffer,SusanBeth"	ThisWorldWeLiveIn	SF
1028	2010	"Rajaniemi,Hannu"	TheQuantumThief	SF
1029	2010	"Richards,DouglasE"	Wired	SF
1030	2010	"Ringo,John"	LiveFreeorDie	SF
1031	2010	"Shteyngart,Gary"	SuperSadTrueLoveStory	SF
1032	2010	"Snyder,MariaV"	InsideOut	SF
1033	2010	"Tufo,Mark"	ZombieFallout	SF
1034	2010	"Walton,Jo"	AmongOthers	SF
1035	2010	"Willis,Connie"	AllClear	SF
1036	2010	"Willis,Connie"	Blackout	SF
1037	2011	"Bear,Elizabeth"	Grail	SF
1038	2011	"Bick,IlsaJ"	Ashes	SF
1039	2011	"Brooks,Albert"	2030	SF
1040	2011	"Cline,Ernest"	ReadyPlayerOne	SF
1041	2011	"Corey,JamesSA"	LeviathanWakes	SF
1042	2011	"Forstchen,WilliamR"	OneSecondAfter	SF
1043	2011	"Frater,Rhiannon"	FightingtoSurvive	SF
1044	2011	"Herbert,Brian"	Hellhole	SF
1045	2011	"Hertling,William"	AvogadroCorp	SF
1046	2011	"Huston,Charlie"	Sleepless	SF
1047	2011	"Johnson,Jean"	ASoldiersDuty	SF
1048	2011	"Jordan,Hillary"	WhenSheWoke	SF
1049	2011	"King,Stephen"	11/22/1963	SF
1050	2011	"Lu,Marie"	Legend	SF
1051	2011	"Mayer,AndrewP"	HeartsofSmokeandStream	SF
1052	2011	"McDevitt,Jack"	Firebird	SF
1053	2011	"McIntosh,Will"	SoftApocalypse	SF
1054	2011	"Nickle,David"	Eutopia	SF
1055	2011	"North,Anna"	AmericaPacifica	SF
1056	2011	"Revis,Beth"	AcrosstheUniverse	SF
1057	2011	"Ringo,John"	Citadel	SF
1058	2011	"Sandler,Karen"	Tankborn	SF
1059	2011	"Sawyer,RobertJ"	Wonder	SF
1060	2011	"Scalzi,John"	FuzzyNation	SF
1061	2011	"Shean,Michael"	ShadowofaDeadStar	SF
1062	2011	"Slonczewski,Joan"	TheHighestFrontier	SF
1063	2011	"Stephenson,Neal"	Reamde	SF
1064	2011	"Stross,Charles"	Rule34	SF
1065	2011	"Vinge,Vernor"	ChildrenoftheSky	SF
1066	2011	"Weir,Andy"	TheMartian	SF
1067	2011	"Whitehead,Colson"	ZoneOne	SF
1068	2011	"Wilson,DanielH"	Robopocalypse	SF
1069	2012	"Adams,David"	Lacuna	SF
1070	2012	"Ashby,Madeline"	vN	SF
1071	2012	"Banks"	Banks,IainM	SF
1072	2012	"Boudinot,Ryan"	BlueprintsoftheAfterlife	SF
1073	2012	"Brin,David"	Existence	SF
1074	2012	"Buckell,TobiasS"	ArcticRising	SF
1075	2012	"Bujold,LoisMcMaster"	CaptainVorpatrilsAlliance	SF
1076	2012	"Cherryh,CJ"	Intruder	SF
1077	2012	"Cramer,Scott"	NightofthePurpleMoon	SF
1078	2012	"Crouch,Blake"	Pines	SF
1079	2012	"Fagan,Jenni"	ThePanopticon	SF
1080	2012	"Frankel,Laurie"	GoodbyeforNow	SF
1081	2012	"Gould,Steven"	Impulse	SF
1082	2012	"Harkaway,Nick"	Angelmaker	SF
1083	2012	"Heller,Peter"	TheDogStars	SF
1084	2012	"Howey,Hugh"	Wool	SF
1085	2012	"Hurley,Kameron"	Rapture	SF
1086	2012	"Jones,PaulAntony"	ExtinctionPoint	SF
1087	2012	"Kress,Nancy"	AftertheFall	SF
1088	2012	"Lerner,EdwardM"	Energized	SF
1089	2012	"Mead,Richelle"	TheImmortalCrown	SF
1090	2012	"Molles,DJ"	TheRemaining	SF
1091	2012	"Mullin,Mike"	AshenWinter	SF
1092	2012	"Naam,Ramez"	Nexus	SF
1093	2012	"OBrien,CaraghM"	Promised	SF
1094	2012	"Phillips,Richard"	TheSecondShip	SF
1095	2012	"Rajaniemi,Hannu"	TheFractalPrince	SF
1096	2012	"Roberts,Adam"	JackGlass	SF
1097	2012	"Robinson,KimStanley"	2312	SF
1098	2012	"Sawyer,RobertJ"	Triggers	SF
1099	2012	"Shepherd,Mike"	KrisLongknife	SF
1100	2012	"Slattery,BrianFrancis"	LostEverything	SF
1101	2012	"Smitherd,Luke"	TheStoneMan	SF
1102	2012	"Suarez,Daniel"	KillDecision	SF
1103	2012	"Varley,John"	SlowApocalypse	SF
1104	2012	"Walker,KarenThompson"	TheAgeofMiracles	SF
1105	2012	"Weber,David"	ARisingThunder	SF
1106	2012	"Williams,WalterJon"	TheFourthWall	SF
1107	2013	"Aguirre,AA"	BronzeGods	SF
1108	2013	"Ashby,Madeline"	iD	SF
1109	2013	"Asher,Neal"	JupiterWar	SF
1110	2013	"Asher,Neal"	TheDeparture	SF
1111	2013	"Barry,Max"	Lexicon	SF
1112	2013	"Baxter,Stephen"	Proxima	SF
1113	2013	"Bick,IlsaJ"	Monsters	SF
1114	2013	"Bova,Ben"	NewEarth	SF
1115	2013	"Haig,Matt"	TheHumans	SF
1116	2013	"Hertling,William"	TheLastFirewall	SF
1117	2013	"Howey,Hugh"	Dust	SF
1118	2013	"Hudspeth,EB"	TheResurrectionist	SF
1119	2013	"Istvan,Zoltan"	TheTranshumanistWager	SF
1120	2013	"Karsak,Melanie"	ChasingtheStarGarden	SF
1121	2013	"Kaufman,Amie"	TheseBrokenStars	SF
1122	2013	"Kincaid,SJ"	Vortex	SF
1123	2013	"Leckie,Ann"	AncillaryJustice	SF
1124	2013	"Lord,Karen"	TheBestofAllPossibleWorlds	SF
1125	2013	"Mather,Matthew"	TheAtopiaChronicles	SF
1126	2013	"Mather,Matthew"	TheDystopiaChronicles	SF
1127	2013	"McGinnis,MarkWayne"	ScrapyardShip	SF
1128	2013	"McIntosh,Will"	LoveMinusEighty	SF
1129	2013	"Monk,Devon"	ColdCopper	SF
1130	2013	"Morgan,Kass"	The100	SF
1131	2013	"Priest,Christopher"	TheAdjacent	SF
1132	2013	"Reynolds,Alastair"	OntheSteelBreeze	SF
1133	2013	"Riddle,AG"	TheAtlantisGene	SF
1134	2013	"Robinson,KimStanley"	Shaman	SF
1135	2013	"Schwab,VE"	Vicious	SF
1136	2013	"Scott,JasperT"	DarkSpace	SF
1137	2013	"Stross,Charles"	NeptunesBrood	SF
1138	2013	"TerryPratchett"	TheLongEarth	SF
1139	2013	"Weber,David"	ShadowofFreedom	SF
1140	2013	"Wehr,Dietmar"	TheSynchronicityWarPart1	SF
1141	2013	"Wilson,RobertCharles"	BurningParadise	SF
1142	2013	"Winters,BenH"	CountdownCity	SF
1143	2013	"Yanagihara,Hanya"	ThePeopleintheTrees	SF
1144	2014	"Aguirre,AA"	SilverMirrors	SF
1145	2014	"Brown,Pierce"	RedRising	SF
1146	2014	"Cambias,JamesL"	ADarklingSea	SF
1147	2014	"Card,OrsonScott"	Visitors	SF
1148	2014	"Carey,MR"	TheGirlWithAlltheGifts	SF
1149	2014	"Faber,Michel"	TheBookofStrangeNewThings	SF
1150	2014	"Gibson,William"	ThePeripheral	SF
1151	2014	"Gould,Steven"	Exo	SF
1152	2014	"Gray,Claudia"	AThousandPiecesofYou	SF
1153	2014	"Gregory,Daryl"	Afterparty	SF
1154	2014	"Heppner,Vaughn"	StarViking	SF
1155	2014	"Herbert,Brian"	HellholeInferno	SF
1156	2014	"Higson,Charlie"	TheHunted	SF
1157	2014	"Hile,Christiaan"	Deception	SF
1158	2014	"Hile,Christiaan"	War267	SF
1159	2014	"Ingermanson,RS"	Transgression	SF
1160	2014	"Itaranta,Emmi"	MemoryofWater	SF
1161	2014	"Johnson,Jean"	Hardship	SF
1162	2014	"Karsak,Melanie"	ChasingtheGreenFairy	SF
1163	2014	"Kloos,Marko"	LinesofDeparture	SF
1164	2014	"Leckie,Ann"	AncillarySword	SF
1165	2014	"Mandel,EmilyStJohn"	StationEleven	SF
1166	2014	"McDevitt,Jack"	ComingHome	SF
1167	2014	"Mead,Richelle"	GameboardoftheGods	SF
1168	2014	"Monk,Devon"	HouseImmortal	SF
1169	2014	"Morrow,JasonD"	AnywherebutHere	SF
1170	2014	"North,Claire"	TheFirstFifteenLives	SF
1171	2014	"Nuttall,Christopher"	ArkRoyal	SF
1172	2014	"Paull,Laline"	TheBees	SF
1173	2014	"Richards,DouglasE"	QuantumLens	SF
1174	2014	"Riddle,AG"	Departure	SF
1175	2014	"Rowell,Rainbow"	Landline	SF
1176	2014	"Smith,NicholasSansbury"	ExtinctionHorizon	SF
1177	2014	"VanderMeer,Jeff"	Annihilation	SF
1178	2014	"VanderMeer,Jeff"	Authority	SF
1179	2014	"Watts,Peter"	Echopaxia	SF
1180	2014	"Wells,JenniferFoehner"	Fluency	SF
1181	2014	"Wilson,DanielH"	Robogenesis	SF
1182	2014	"Yancey,Rick"	TheInfiniteSea	SF
1183	2015	"Bacigalupi,Paolo"	TheWaterKnife	SF
1184	2015	"Brown,Pierce"	GoldenSon	SF
1185	2015	"Cherryh,CJ"	Tracker	SF
1186	2015	"Chu,Wesley"	TheRebirthspfTao	SF
1187	2015	"Clines,Peter"	TheFold	SF
1188	2015	"Corey,JamesSA"	NemesisGames	SF
1189	2015	"Dawson,DelilahS"	Hit	SF
1190	2015	"Douglas,Ian"	DeepTime	SF
1191	2015	"Ee,Susan"	EndofDays	SF
1192	2015	"Goodwin,Emily"	Contagious	SF
1193	2015	"Greenfeld,KarlTaro"	TheSubprimes	SF
1194	2015	"Grossart,Chuck"	TheGeminiEffect	SF
1195	2015	"Headley,MariaDahvana"	Magonia	SF
1196	2015	"Heppner,Vaughn"	TheLostDestroyer	SF
1197	2015	"Keyes,Greg"	FootstepsintheSky	SF
1198	2015	"Kloos,Marko"	AnglesofAttack	SF
1199	2015	"Logan,Kirsty"	TheGracekeepers	SF
1200	2015	"Lord,Karen"	TheGalaxyGame	SF
1201	2015	"Matson,Lynne"	NilUnlocked	SF
1202	2015	"McCammon,Robert"	TheBorder	SF
1203	2015	"Naam,Ramez"	Apex	SF
1204	2015	"Rosen,LevAC"	Depth	SF
1205	2015	"Rotter,Jeffrey"	TheOnlyWords	SF
1206	2015	"Sanderson,Brandon"	Firefight	SF
1207	2015	"Stephenson,Neal"	Seveneves	SF
1208	2015	"Walton,David"	Superposition	SF
1209	2015	"Wellington,David"	Positive	SF
1210	2015	"William,EliKP"	CashCrashJubilee	SF
1211	2015	"Womack,Gwendolyn"	TheMemoryPainter	SF
